OBJECTID,Country,Feature Description,Feature Name,Controlled Unclassified Information Indicator,Is FIRRMA Site,Is Joint Base,Media Identifier,Primary Key Identifier,Globally Unique Identifier,Site Name,Site Operational Status,Site Reporting Component Code,State Name Code,Shape__Area,Shape__Length
659,usa,na,Army Futures Command,no,yes,no,na, ,00000000-0000-0000-0000-000000000000,Army Futures Command,act,usa,tx,2.93766788672656E-10,6.10458416601838E-05
660,usa,na,Army Research Lab – Orlando Simulations and Training Technology Center,no,yes,no,na, ,,Army Research Lab – Orlando Simulations and Training Technology Center,act,usa,fl,2.02495584744611E-07,0.00246355358694127
661,usa,na,Army Research Office,no,yes,no,na, ,,Army Research Office,act,usa,nc,3.13548298436217E-10,6.33016721586814E-05
662,usa,na,Barter Island Regional Radar Site,no,yes,no,na, ,c1691651-be87-453a-9318-e61c03fc247f,Barter Island Regional Radar Site,act,usaf,ak,0.000564248840419168,0.289649837354
663,usa,na,Biometric Technology Center Defense Forensics and Biometrics,no,yes,no,na, ,,Biometric Technology Center Defense Forensics and Biometrics,act,other,wv,0.000181797950062901,0.0541922209416867
664,usa,na,Camp Blaz,no,yes,no,na, ,,Camp Blaz,act,usn,gu,0.00191226366663044,0.36995653501075
665,usa,na,Cold Bay Regional Radar Site,no,yes,no,na, ,d12835bb-cd45-4fe5-9c0e-0df11c549d91,Cold Bay Regional Radar Site,act,usaf,ak,5.2524580496538E-05,0.0301387263700361
666,usa,na,Indian Mountain Regional Radar Site,no,yes,no,na, ,a8c97dd1-051d-4529-a32f-62d299152eeb,Indian Mountain Regional Radar Site,act,usaf,ak,0.00898048523231409,0.686499447830045
667,usa,na,Joint Base Anacostia-Bolling,no,yes,yes,na, ,00000000-0000-0000-0000-000000000000,Joint Base Anacostia-Bolling,act,usaf,dc,0.000414625326357054,0.108727355158929
668,usa,na,Joint Base Elmendorf-Richardson,no,yes,yes,na, ,68e623ef-da4a-45df-89f7-70f7a4336f4b,Joint Base Elmendorf-Richardson,act,usaf,ak,0.0494325448580639,2.05325697112888
670,usa,na,Joint Base Lewis-McChord,no,yes,yes,na, ,474ea3b8-9ddc-4adf-892b-c17634aaa220,Joint Base Lewis-McChord,act,usa,wa,0.208913092616513,5.57009228231758
671,usa,na,Joint Base McGuire-Dix-Lakehurst,no,yes,yes,na, ,7e9feba9-bb9c-4618-8d59-8f2a358eed05,Joint Base McGuire-Dix-Lakehurst,act,usaf,nj,0.0180065298577574,1.24421394469365
672,usa,na,Joint Base Pearl Harbor-Hickam,no,yes,yes,na, ,ca575806-c68a-45cc-ad65-9ce6b8996403,Joint Base Pearl Harbor-Hickam,act,usn,hi,0.00757070679037497,2.31250112607429
673,usa,na,Joint Expeditionary Base Little Creek-Fort Story - Wallops Island,no,no,yes,na, ,7b96fabe-5e9e-43ba-a5a8-eb47e116025f,Joint Expeditionary Base Little Creek-Fort Story - Wallops Island,act,usn,va,0.00268324673038478,0.628488414082603
674,usa,na,Kenai Regional Radar Site,no,yes,no,na, ,e9349dab-3a16-4b31-9c3c-1b8411ffeb04,Kenai Regional Radar Site,act,usaf,ak,3.64822153642308E-06,0.00835498773285526
675,usa,na,Kotzebue Regional Radar Site,no,yes,no,na, ,6abd2c82-7bfc-43ab-b79f-917cce19d6b4,Kotzebue Regional Radar Site,act,usaf,ak,0.000521362974723161,0.113350566935918
676,usa,na,Lisburne Regional Radar Site,no,yes,no,na, ,5fd02cef-58b1-4ae3-b08d-b2968c173c09,Lisburne Regional Radar Site,act,usaf,ak,0.000981860971478454,0.220017226890167
678,usa,na,Naval Logistics Support Facility Aguada,no,yes,no,na, ,0361319b-3ecd-4b66-b822-72efd6ea1a63,Naval Logistics Support Facility Aguada,act,usn,pr,0.000134527449290545,0.0865004940936615
679,usa,na,Naval Logistics Support Facility Cutler,no,yes,no,na, ,459c8b57-8bb3-4848-b35d-cd096ccf108e,Naval Logistics Support Facility Cutler,act,usn,me,0.00137985444121114,0.342510734182953
680,usa,na,Romanzof Regional Radar Site,no,yes,no,na, ,2b42f3c3-3727-487f-b565-1bf1f614e16f,Romanzof Regional Radar Site,act,usaf,ak,0.00337681478958984,0.384708105989778
681,usa,na,Sparrevohn RRS,no,yes,no,na, ,453efc2a-d5fb-4eb2-89b4-541afc2f07fa,Sparrevohn RRS,act,usaf,ak,0.000749201190956228,0.157081359634586
682,usa,na,Tatalina Regional Radar Site,no,yes,no,na, ,226e19c3-10bb-4d73-b7b3-1e93652b0fe0,Tatalina Regional Radar Site,act,usaf,ak,0.00355061305344861,0.344457884361636
683,usa,na,Utah Test and Training Range,no,yes,no,na, ,00f23d7b-382f-4ead-a856-4f14da3329fa,Utah Test and Training Range,act,usaf,nv,0.413039254957766,5.28498355561863
685,usa,na,Aberdeen Proving Ground,no,yes,no,na, ,8c504252-e056-4a4f-a90e-06e9736fe49d,Aberdeen Proving Ground,act,usa,md,0.0305404612067832,0.963338263636153
686,usa,na,Altus Air Force Base,no,yes,no,na, ,4492525c-3c1f-4330-8273-68bb20ab2cf6,Altus Air Force Base,act,usaf,ok,0.00162993553703927,0.23850965280136
687,usa,na,Naval Suffolk Facility,no,yes,no,na, ,cb62d0db-fc60-42d1-9ed6-018744d30b45,Naval Suffolk Facility,act,usn,va,4.1381424807696E-05,0.0309441897576212
688,usa,na,Goodfellow Air Force Base,no,yes,no,na, ,8b3e497b-2828-49bc-a61e-982e8416b74b,Goodfellow Air Force Base,act,usaf,tx,0.000465014805740793,0.145896561939563
689,usa,na,Joint Base Cape Cod,no,yes,yes,na, ,0ba07797-5459-4913-a845-374487794013,Joint Base Cape Cod,act,armyNationalGuard,ma,0.00901961448039401,0.639495985538862
690,usa,na,Beale Air Force Base,no,yes,no,na, ,ed479e64-4b79-457e-b7c1-43e2c852f00a,Beale Air Force Base,act,usaf,ca,0.00976257137426728,0.511545372004807
691,usa,na,Buckley Space Force Base,no,yes,no,na, ,1d12e27c-9cf0-42a2-90f0-c58a50200903,Buckley Space Force Base,act,usaf,co,0.00140344154488048,0.20633595690324
692,usa,na,Cape Canaveral Space Force Station,no,yes,no,na, ,c603bfb3-7b98-419b-8993-8a9e43c8e024,Cape Canaveral Space Force Station,act,usaf,fl,0.00597201224695709,0.533657064006002
693,usa,na,Cape Newenham Long Range Radar Site,no,yes,no,na, ,e1b26afb-1fd7-493e-adfb-974eae41c302,Cape Newenham Long Range Radar Site,act,usaf,ak,0.00142223291277332,0.16133867822503
694,usa,na,Creech Air Force Base,no,yes,no,na, ,b71d81cb-836b-4ac9-ad4d-87bb85c9cc38,Creech Air Force Base,act,usaf,nv,0.0550951073773831,1.70735139052649
695,usa,na,Edwards Air Force Base,no,yes,no,na, ,e87e33e9-c7c4-4de8-8ebb-d5c3f4baa36b,Edwards Air Force Base,act,usaf,ca,0.123040659092112,1.81074043389937
696,usa,na,Yukon Weapons Range,no,no,no,na, ,6522fc17-6055-4929-a277-fc5c442f9f7f,Yukon Weapons Range,act,usaf,ak,0.0174319680018016,0.71944783250687
697,usa,na,Eielson Air Force Base,no,yes,no,na, ,53dee22c-1fb9-4fa0-b8c1-5b140d38f2e7,Eielson Air Force Base,act,usaf,ak,0.0150188906727635,0.998482290736395
699,usa,na,Fort Drum,no,yes,no,na, ,9b1e46ad-f05e-417b-ab34-298cd5ff7198,Fort Drum,act,usa,ny,0.0495503047186503,1.50373287825728
700,usa,na,Shaw Air Force Base,no,yes,no,na, ,4d1c3e8e-fe37-4e4b-a3bf-64d8e5c9b4a7,Shaw Air Force Base,act,usaf,sc,0.00133991811640044,0.283982820011811
701,usa,na,Luke AFB,no,yes,no,na, ,1518ed87-bcba-40c2-9445-0bedd2438d33,Luke AFB,act,usaf,az,0.00162649019399941,0.393218819531626
702,usa,na,Marine Corps Base Camp Lejeune,no,yes,no,na, ,d125b3b1-e29d-4c81-9f71-25f7547a1524,Marine Corps Base Camp Lejeune,act,usmc,nc,0.0388331208112049,3.52615905362476
703,usa,na,Naval Air Station Whidbey Island,no,yes,no,na, ,fa3c88a0-386c-44ba-b74f-07a347c6064e,Naval Air Station Whidbey Island,act,usn,wa,0.00214159177676265,0.384543304658745
704,usa,na,Naval Base Kitsap - Keyport,no,yes,no,na, ,b795abdd-ba2c-44f1-bd17-00dca2a08896,Naval Base Kitsap - Keyport,act,usn,wa,0.000145146862450929,0.0531078206193606
705,usa,na,Nellis Air Force Base,no,yes,no,na, ,72cb78ff-fd4f-4fef-92cd-b1d9e94b81a3,Nellis Air Force Base,act,usaf,nv,0.00764250225029173,0.735320741954612
706,usa,na,Nevada Test and Training Range,no,yes,no,na, ,48d0b3a2-b551-4992-8ca9-dc871b8dbc80,Nevada Test and Training Range,act,usaf,nv,1.18817468349289,8.16114373588696
707,usa,na,Naval Logistics Support Activity LaMoure,no,yes,no,na, ,4dcc9777-c4ed-4c99-9979-0dbe772a3e91,Naval Logistics Support Activity LaMoure,act,usn,nd,0.000392706229831674,0.0797253919180666
708,usa,na,Patrick Space Force Base,no,yes,no,na, ,7d6d92fe-270e-459c-8147-6aba729d4305,Patrick Space Force Base,act,usaf,fl,0.000720157788236975,0.274073048860184
709,usa,na,Picatinny Arsenal,no,yes,no,na, ,9686f3e8-eff0-4702-aca4-bc2401bfe26b,Picatinny Arsenal,act,usa,nj,0.00283870841280986,0.293034374638129
710,usa,na,Rock Island Arsenal,no,yes,no,na, ,01768caa-6363-499a-8860-a9bdaaf2c55e,Rock Island Arsenal,act,usa,il,0.000413327902052032,0.117781040978476
711,usa,na,Tin City Long Range Radar Site,no,yes,no,na, ,36c98f8a-caa0-4495-89b4-8351ea44d3a8,Tin City Long Range Radar Site,act,usaf,ak,0.000545707622222835,0.296916602872468
712,usa,na,Travis Air Force Base,no,yes,no,na, ,cc07cdc2-ce7c-4c73-ad72-9c85e72d0008,Travis Air Force Base,act,usaf,ca,0.00255577250027272,0.348372109199352
713,usa,na,Travis System Annex No 2,no,no,no,na, ,5f9deb18-2023-4f4e-bbe0-1b54f872b993,Travis System Annex No 2,act,usaf,ca,8.65197630446346E-05,0.0447504609980761
714,usa,na,Badger AAP,no,no,no,na, ,383da5d0-0300-46bc-b235-ed12f625f8ea,Badger AAP,excs,usa,wi,0.000626268763426197,0.344156055205125
715,usa,na,Fort Gillem Enclave Site,no,no,no,na, ,b336d9c1-a699-4e1e-b532-fff2e3ad609c,Fort Gillem Enclave Site,act,usa,ga,0.00048802693027028,0.188466302930822
716,usa,na,Fort Monmouth Main Post,no,no,no,na, ,db33770f-ce7d-4a74-b4c4-5b4f3f325c07,Fort Monmouth Main Post,clsd,usa,nj,0.000427989862600953,0.24936174989508
717,usa,na,Hickam Petrol Strg Ann,no,no,no,na, ,f9f91bff-d284-4076-bd7e-58dd4159d5d8,Hickam Petrol Strg Ann,act,usn,hi,1.21180200949311E-05,0.015594181335131
718,usa,na,Homestead ARB,no,no,no,na, ,b657ee8d-6b5f-42c8-9cd6-59b9caf19d68,Homestead ARB,act,afr,fl,0.000364078844995674,0.166528413736604
719,usa,na,Jim Creek,no,no,no,na, ,ac0b1b1a-0c3b-4999-82e7-eb0b98140d93,Jim Creek,act,usn,wa,0.00236098799223328,0.272366955284098
720,usa,na,Joliet AAP Elwood,no,no,no,na, ,a0ad582a-00c4-40be-830d-9b3ca2f467d8,Joliet AAP Elwood,excs,usa,il,0.000260732216020187,0.141141538127999
721,usa,na,Kamokala Ridge,no,no,no,na, ,567fe9af-2148-4ce6-84ed-5eb905c6f579,Kamokala Ridge,act,usn,hi,3.14256371893862E-05,0.0255396767363829
722,usa,na,NARL Barrow Camp Tr1,no,no,no,na, ,7ec65456-8235-42a8-b1b6-fcfaa4a953aa,NARL Barrow Camp Tr1,act,usn,ak,0.000634308849839726,0.207534819554157
723,usa,na,NAS Whiting Field Milton FL,no,no,no,na, ,c4a3b2f2-b400-4eb4-8f8d-2aad42007378,NAS Whiting Field Milton FL,act,usn,fl,0.00132259373344823,0.222847075214741
724,usa,na,NAVSUPPACT Mechanicsburg PA,no,no,no,na, ,683d1287-866b-4b9f-a49b-1e4de7976839,NAVSUPPACT Mechanicsburg PA,act,usn,pa,0.000338086326337361,0.104380079438098
725,usa,na,Twin Cities AAP,no,no,no,na, ,62dcf33d-2cd5-4d59-b28d-ae174abe2902,Twin Cities AAP,semi,usa,mn,7.73745455262542E-05,0.0957889796027815
726,usa,na,OLF Coupeville,no,no,no,na, ,78f95ffc-e90b-47a3-9961-69b7ac219f3c,OLF Coupeville,act,usn,wa,0.000382273675386839,0.181084219283072
727,usa,na,Ozol Defense Fuel Support Point,no,no,no,na, ,26dca0ea-29e9-4c51-87ce-932ee4d0eb16,Ozol Defense Fuel Support Point,act,usaf,ca,2.13419307328877E-05,0.0293791774377787
728,usa,na,Rocky Mountain Arsenal,no,no,no,na, ,e89bcba0-d49c-477a-be4c-344150ffe281,Rocky Mountain Arsenal,clsd,usa,co,0.00158038188010323,0.484726249884739
730,usa,na,Atlantic City IAP,no,no,no,na, ,,Atlantic City IAP,act,airNationalGuard,nj,0.00400890561036249,0.352760033653288
731,usa,na,Dania Beach (Lauderdale),no,no,no,na, ,e73218ef-ee3a-42b7-a5ea-fc802ebdbf55,Dania Beach (Lauderdale),act,usn,fl,3.51398648490431E-06,0.00916119633418461
732,usa,na,England Authority,no,no,no,na, ,a8ffe492-de74-4bdb-8498-3428397e1a01,England Authority,act,usa,la,0.000146359658856454,0.0947821128131111
733,usa,na,Francis S Gabreski Airport,no,no,no,na, ,,Francis S Gabreski Airport,act,airNationalGuard,ny,3.82135469862988E-05,0.0334350356401376
734,usa,na,Sioux Gateway Airport (ANG),no,no,no,na, ,,Sioux Gateway Airport (ANG),act,airNationalGuard,ia,4.06933777412632E-05,0.0434401796851089
735,usa,na,Balboa Hospital,no,no,no,na, ,8df328fc-ec95-4fae-a442-ce8324ae686c,Balboa Hospital,act,usn,ca,2.9559384984168E-05,0.024543257502539
736,usa,na,Brooklyn NY,no,no,no,na, ,99ba405c-ddd8-4386-8743-88184c6a32c5,Brooklyn NY,act,usmcr,ny,3.30068746734469E-05,0.0522094555616862
738,usa,na,Cannon Air Force Base,no,yes,no,na, ,1ccdea73-29c7-4746-a726-03c01c467538,Cannon Air Force Base,act,usaf,nm,0.00137004149132736,0.16116463323852
739,usa,na,Chocolate Mountain Aerial Gunnery Range,no,yes,no,na, ,554c1fec-ff19-4c84-bdb4-1e514c799272,Chocolate Mountain Aerial Gunnery Range,act,usmc,ca,0.179591160617199,2.87246072439798
740,usa,na,Cusick Survival Training Site,no,no,no,na, ,1903c2b2-c0dd-4bce-8889-ffee77d6dd58,Cusick Survival Training Site,act,usaf,wa,3.71705882571405E-05,0.0370582650697046
741,usa,na,Def Gen Supply Center,no,no,no,na, ,,Def Gen Supply Center,act,usa,va,6.09349808655679E-06,0.0114626809256224
743,usa,na,Francis E. Warren Air Force Base,no,yes,no,na, ,b70a7b5b-e3a0-4f31-8950-5c13ae8897ab,Francis E. Warren Air Force Base,act,usaf,wy,0.00254789689461177,0.266689207261062
744,usa,na,Fairchild Air Force Base,no,yes,no,na, ,435e2546-c1b8-497e-bd9a-937ac4019adc,Fairchild Air Force Base,act,usaf,wa,0.00205080094747245,0.262424908931505
745,usa,na,Former NTC,no,no,no,na, ,bd177c32-cf96-42b7-b3ae-cd6d3aa774ea,Former NTC,act,usmc,ca,2.78433813036827E-05,0.027839442649839
746,usa,na,Fort Greely,no,yes,no,na, ,,Fort Greely,act,usa,ak,0.00147443295736593,0.358305657569564
747,usa,na,Fort Leavenworth,no,yes,no,na, ,,Fort Leavenworth,act,usa,ks,0.00241430416645017,0.267870167296561
748,usa,na,Fort Wingate Depot Activity,no,no,no,na, ,,Fort Wingate Depot Activity,act,usa,nm,0.00332080451767069,0.363344299904671
753,usa,na,Harbor Drive,no,no,no,na, ,741f7028-83ce-4d1b-b76f-b8b6ffbb4655,Harbor Drive,act,usmc,ca,3.03700767290138E-06,0.00964948954819178
754,usa,na,Hunter Army Airfield,no,no,no,na, ,,Hunter Army Airfield,act,usa,ga,0.00209294829483042,0.231609886209726
766,usa,na,Joint Base Charleston,no,yes,yes,na, ,7c6c6120-7c7e-4a64-9574-f111afc697b1,Joint Base Charleston,act,usaf,sc,0.00882151215409976,1.85686820888311
767,usa,na,Joint Base Langley-Eustis,no,yes,yes,na, ,79c36d5f-ef79-477d-b4e7-999821a8abe8,Joint Base Langley-Eustis,act,usaf,va,0.00474357074199361,0.834729856128892
771,usa,na,Kirtland Air Force Base,no,yes,no,na, ,b0553ebc-114f-4cdc-b2b4-67ef52107935,Kirtland Air Force Base,act,usaf,nm,0.0200434824494096,0.906975682907531
772,usa,na,MC Trng Area Bellows,no,no,no,na, ,8995b3ca-676b-49bb-a08a-3895300b105e,MC Trng Area Bellows,act,usmc,hi,0.000363459418167622,0.137776492665886
773,usa,na,Marine Corps Air Station Miramar,no,yes,no,na, ,36f00f07-deb4-4a00-911e-6737dcab30fc,Marine Corps Air Station Miramar,act,usmc,ca,0.00880440499622637,0.735500731913065
774,usa,na,Marine Corps Base Camp Pendleton,no,yes,no,na, ,39495eb3-d12c-464d-ac1e-0d74b62d7549,Marine Corps Base Camp Pendleton,act,usmc,ca,0.0498770192328912,1.25125987879552
775,usa,na,"Marine Corps Base Hawaii, Camp H.M. Smith",no,yes,no,na, ,55e30ac8-d385-4268-a14f-bf3c538c3bf2,"Marine Corps Base Hawaii, Camp H.M. Smith",act,usmc,hi,7.77194420606975E-05,0.0456671554755873
776,usa,na,Marine Corps Base Hawaii,no,yes,no,na, ,a63b65eb-1e95-40f1-b8a0-b99436d5f874,Marine Corps Base Hawaii,act,usmc,hi,0.00105207617618852,0.190029129838805
777,usa,na,Marine Corps Base Quantico,no,yes,no,na, ,0f804688-c193-4542-84fc-ec2529b892f1,Marine Corps Base Quantico,act,usmc,va,0.0249221638684958,1.46758293054153
778,usa,na,Marine Corps Logistics Base Barstow,no,yes,no,na, ,bc247b7d-dbc5-40e8-b439-9c5bb49f45d2,Marine Corps Logistics Base Barstow,act,usmc,ca,0.00150905287205205,0.225866839300825
779,usa,na,MCRD San Diego,no,no,no,na, ,c7b68133-6da8-47aa-aa60-7f112e2dc847,MCRD San Diego,act,usmc,ca,0.000165790708933855,0.0692895508741234
780,usa,na,MCRD San Diego,no,no,no,na, ,c7b68133-6da8-47aa-aa60-7f112e2dc847,MCRD San Diego,act,usmc,ca,0.000165790708933855,0.0692895508741234
781,usa,na,Marine Corps Support Facility Blount Island,no,yes,no,na, ,07032ff4-f63f-4298-ab7d-4c2dbd1af2cf,Marine Corps Support Facility Blount Island,act,usmc,fl,0.000350173160086342,0.0891402079904039
782,usa,na,Naval Support Activity Wash,no,no,no,na, ,c7359a10-744f-4dcc-930e-ad8894bdcc75,Naval Support Activity Wash,act,usn,dc,3.42573739544605E-05,0.0249875047937012
783,usa,na,NG Atlanta United Ave,no,no,no,na, ,,NG Atlanta United Ave,act,armyNationalGuard,ga,1.65429109983961E-05,0.0235446911496031
784,usa,na,NG Ayer,no,no,no,na, ,,NG Ayer,act,armyNationalGuard,ma,2.73327157174208E-05,0.0258566281599917
785,usa,na,NG Baton Rouge AFRC,no,no,no,na, ,,NG Baton Rouge AFRC,act,armyNationalGuard,la,1.93316750483064E-05,0.0283759810498845
786,usa,na,NG Beauregard Training Range,no,no,no,na, ,,NG Beauregard Training Range,act,armyNationalGuard,la,0.00484349460521116,0.376693630561263
787,usa,na,NG Bend Cotef,no,no,no,na, ,,NG Bend Cotef,act,armyNationalGuard,or,7.16628310328815E-05,0.0343263594429718
788,usa,na,NG Bergstrom - (Abia),no,no,no,na, ,,NG Bergstrom - (Abia),act,armyNationalGuard,tx,2.27529033054452E-05,0.0187096853487883
789,usa,na,NG Bethany Beach Training Site,no,no,no,na, ,,NG Bethany Beach Training Site,act,armyNationalGuard,de,4.24206086790946E-05,0.0265866475391366
790,usa,na,NG Biak Training Center COUTES,no,no,no,na, ,,NG Biak Training Center COUTES,act,armyNationalGuard,or,0.0130332030203135,0.894206630347671
791,usa,na,NG Bismarck RJB Complex,no,no,no,na, ,,NG Bismarck RJB Complex,act,armyNationalGuard,nd,3.99963964810013E-05,0.0463796806666846
792,usa,na,NG Buckeye TS,no,no,no,na, ,,NG Buckeye TS,act,armyNationalGuard,az,0.000585024995643835,0.136948221190223
793,usa,na,NG Camp Adair Corvallis,no,no,no,na, ,,NG Camp Adair Corvallis,act,armyNationalGuard,or,0.000242486144998111,0.0650266675760248
794,usa,na,NG Camp Bowie (State),no,no,no,na, ,,NG Camp Bowie (State),act,armyNationalGuard,tx,0.00195674371479981,0.23237561023599
795,usa,na,NG Camp Fogarty Tng Site,no,no,no,na, ,,NG Camp Fogarty Tng Site,act,armyNationalGuard,ri,0.00016456972434753,0.0711803650203567
796,usa,na,NG Camp Fogarty Tng Site,no,no,no,na, ,,NG Camp Fogarty Tng Site,act,armyNationalGuard,ri,0.00016456972434753,0.0711803650203567
797,usa,na,NG Camp Grafton,no,no,no,na, ,,NG Camp Grafton,act,armyNationalGuard,nd,0.00564858336110774,0.759567030039982
798,usa,na,NG Camp Gruber,no,no,no,na, ,,NG Camp Gruber,act,armyNationalGuard,ok,0.013493129577455,0.61368607908852
799,usa,na,NG Camp Hartell,no,no,no,na, ,,NG Camp Hartell,act,armyNationalGuard,ct,2.56226601322851E-05,0.026279760467128
800,usa,na,NG Camp Mabry,no,no,no,na, ,,NG Camp Mabry,act,armyNationalGuard,tx,0.000139747346203367,0.0549229714556909
801,usa,na,NG Camp Maxey,no,no,no,na, ,,NG Camp Maxey,act,armyNationalGuard,tx,0.00260226055888779,0.370823088335504
802,usa,na,NG Camp Minden Training Site,no,no,no,na, ,,NG Camp Minden Training Site,act,armyNationalGuard,la,0.00593469480986641,0.516532937801268
803,usa,na,Camp Navajo,no,yes,no,na, ,,Camp Navajo,act,armyNationalGuard,az,0.0113216117973877,0.492534124568578
804,usa,na,NG Camp Nett,no,no,no,na, ,,NG Camp Nett,act,armyNationalGuard,ct,3.55208740074886E-05,0.0387031161463287
805,usa,na,NG Camp Rapid,no,no,no,na, ,,NG Camp Rapid,act,armyNationalGuard,sd,3.78422419089475E-05,0.0274114121346265
806,usa,na,NG Camp Swift,no,no,no,na, ,,NG Camp Swift,act,armyNationalGuard,tx,0.00444688647412672,0.316590598346813
807,usa,na,NG Camp Villere,no,no,no,na, ,,NG Camp Villere,act,armyNationalGuard,la,0.00061061585392963,0.0975552953399355
808,usa,na,NG Camp Withycombe Clackamas,no,no,no,na, ,,NG Camp Withycombe Clackamas,act,armyNationalGuard,or,3.75385529878258E-05,0.0414836235388006
809,usa,na,NG CTA Camp Mccain,no,no,no,na, ,,NG CTA Camp Mccain,act,armyNationalGuard,ms,0.00510619769397636,0.456725605498403
810,usa,na,NG Cumming,no,no,no,na, ,,NG Cumming,act,armyNationalGuard,ga,5.18135720994906E-06,0.00913530007161757
811,usa,na,NG Ethan Allen AFB MTA,no,no,no,na, ,,NG Ethan Allen AFB MTA,act,armyNationalGuard,vt,0.000300635938629057,0.0851496414428282
812,usa,na,NG Florence Military Reservation,no,no,no,na, ,,NG Florence Military Reservation,act,armyNationalGuard,az,0.00245628598705633,0.396209145078766
813,usa,na,NG Fort Chaffee MTC,no,no,no,na, ,,NG Fort Chaffee MTC,act,armyNationalGuard,ar,0.0262726167486562,1.19570501626569
814,usa,na,NG Fort Indiantown Gap,no,no,no,na, ,,NG Fort Indiantown Gap,act,armyNationalGuard,pa,0.00758791179578111,0.887587198035365
815,usa,na,NG Fort McClellan ARNG Tng Center,no,no,no,na, ,,NG Fort McClellan ARNG Tng Center,act,armyNationalGuard,al,0.000317259773714273,0.147974146879662
818,usa,na,NG Fort Wolters,no,no,no,na, ,,NG Fort Wolters,act,armyNationalGuard,tx,0.00160131881830239,0.33399572237439
819,usa,na,NG Fort Worth - Shoreview,no,no,no,na, ,,NG Fort Worth - Shoreview,act,armyNationalGuard,tx,3.12610177388706E-05,0.0295346889296923
820,usa,na,NG Frankfort Boone NG Center,no,no,no,na, ,,NG Frankfort Boone NG Center,act,armyNationalGuard,ky,0.000148100403976059,0.112611565187202
821,usa,na,NG General Lucius D Clay National Guard Center,no,no,no,na, ,,NG General Lucius D Clay National Guard Center,act,armyNationalGuard,ga,4.1543249808873E-05,0.0366640382765919
823,usa,na,NG Greenlief TS/UTES 01,no,no,no,na, ,,NG Greenlief TS/UTES 01,act,armyNationalGuard,ne,0.00141637499723402,0.164857811618535
824,usa,na,NG Gulfport AVCRAD,no,no,no,na, ,,NG Gulfport AVCRAD,act,armyNationalGuard,ms,2.78102777429012E-05,0.0347773081877414
825,usa,na,NG Havre De Grace Military Res,no,no,no,na, ,,NG Havre De Grace Military Res,act,armyNationalGuard,md,3.2194376899497E-05,0.0315713831056565
826,usa,na,NG Hollidaysburg Readiness Center,no,no,no,na, ,,NG Hollidaysburg Readiness Center,act,armyNationalGuard,pa,9.15716304916714E-06,0.012567793625108
827,usa,na,NG JFHQ-Kansas,no,no,no,na, ,,NG JFHQ-Kansas,act,armyNationalGuard,ks,2.37819122048677E-05,0.025561627053246
828,usa,na,NG Lane County AFRC FMS 5,no,no,no,na, ,,NG Lane County AFRC FMS 5,act,armyNationalGuard,or,1.02056287687446E-05,0.0195027359413963
829,usa,na,NG Macon Readiness Center,no,no,no,na, ,,NG Macon Readiness Center,act,armyNationalGuard,ga,1.12296629595221E-05,0.0134043261621444
831,usa,na,NG Macon TS,no,no,no,na, ,,NG Macon TS,act,armyNationalGuard,mo,0.00132711187302448,0.345442250449128
835,usa,na,NG Martindale - AASF,no,no,no,na, ,,NG Martindale - AASF,act,armyNationalGuard,tx,8.21721264401276E-05,0.0465109584665991
836,usa,na,NG McNary Field Salem AASF,no,no,no,na, ,,NG McNary Field Salem AASF,act,armyNationalGuard,or,3.66048238902295E-05,0.0378320826889561
837,usa,na,NG MTA Camp Crowder Neosho,no,no,no,na, ,,NG MTA Camp Crowder Neosho,act,armyNationalGuard,mo,0.00181510749143854,0.294154909500931
838,usa,na,NG MTA Camp Fretterd,no,no,no,na, ,,NG MTA Camp Fretterd,act,armyNationalGuard,md,0.00024888146936064,0.075421396367796
839,usa,na,NG MTA Camp Rilea,no,no,no,na, ,,NG MTA Camp Rilea,act,armyNationalGuard,or,0.00085420248342416,0.155900113473371
840,usa,na,Camp Shelby,no,yes,no,na, ,,Camp Shelby,act,armyNationalGuard,ms,0.0529580470306428,1.77161848466369
841,usa,na,NG MTA Clarks Hill Reservation,no,no,no,na, ,,NG MTA Clarks Hill Reservation,act,armyNationalGuard,sc,0.000341299081128454,0.235892625167881
842,usa,na,NG MTA Gunpowder Military Reservation,no,no,no,na, ,,NG MTA Gunpowder Military Reservation,act,armyNationalGuard,md,0.000107524185750663,0.0525047669889782
843,usa,na,NG MTA Limestone Hills,no,no,no,na, ,,NG MTA Limestone Hills,act,armyNationalGuard,mt,0.0100722980087085,0.525475430430742
844,usa,na,NG MTA Limestone Hills,no,no,no,na, ,,NG MTA Limestone Hills,act,armyNationalGuard,mt,0.0100722980087085,0.525475430430742
845,usa,na,NG MTCH Camp Guernsey,no,no,no,na, ,,NG MTCH Camp Guernsey,act,armyNationalGuard,wy,0.0348660632325846,2.3123445595337
846,usa,na,NG New Castle Readiness Center/FMS 9,no,no,no,na, ,,NG New Castle Readiness Center/FMS 9,act,armyNationalGuard,pa,2.94007008960762E-06,0.00691419709157769
847,usa,na,NG Oglethorpe Armory,no,no,no,na, ,,NG Oglethorpe Armory,act,armyNationalGuard,ga,1.2737261613438E-05,0.0185544620293562
848,usa,na,NG Papago Military Reservation,no,no,no,na, ,,NG Papago Military Reservation,act,armyNationalGuard,az,0.000153220424954512,0.0772419390178563
